ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Full Name,Publisher,Alignment,Gender,Race,Height,Weight,Eye_Color,Hair_Color,Work,Image
540,Rambo,63,14,25,30,30,100,John Rambo,null,good,Male,Human,178 cm,83 kg,Brown,Black,United States Army soldier (former),https://www.superherodb.com/pictures2/portraits/10/100/10475.jpg
541,Raphael,63,17,50,65,59,80,,IDW Publishing,good,Male,Mutant,0 cm,0 kg,-,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/10328.jpg
542,Raven,50,10,29,70,84,40,Rachel Roth,DC Comics,neutral,Female,Human,165 cm,50 kg,Indigo,Black,"Adventurer, high school student",https://www.superherodb.com/pictures2/portraits/10/100/764.jpg
543,Ray,50,10,92,100,100,20,Ray Terrill,DC Comics,good,Male,Human,178 cm,70 kg,Green,Red,Freelance Computer Programmer and Software Designer,https://www.superherodb.com/pictures2/portraits/10/100/10204.jpg
544,Razor-Fist II,null,null,null,null,null,null,Douglas Scott,Marvel Comics,bad,Male,null,191 cm,117 kg,Blue,No Hair,"Mercenary, assassin, bodyguard, enforcer",https://www.superherodb.com/pictures2/portraits/10/100/935.jpg
545,Red Arrow,63,16,25,20,23,80,Roy Harper,DC Comics,good,Male,Human,180 cm,83 kg,Green,Red,Adventurer; intelligence agent; musician,https://www.superherodb.com/pictures2/portraits/10/100/1013.jpg
546,Red Hood,75,12,23,28,35,95,Jason Todd,Robin II,neutral,Male,Human,183 cm,81 kg,Blue,Black,"Mercenary, Vigilante",https://www.superherodb.com/pictures2/portraits/10/100/932.jpg
547,Red Hulk,50,100,47,85,82,75,Thaddeus E. Ross,Marvel Comics,neutral,Male,Human / Radiation,213 cm,630 kg,Yellow,Black,Lieutenant general in US Air Force,https://www.superherodb.com/pictures2/portraits/10/100/1342.jpg
548,Red Mist,25,10,23,14,20,56,Chris Genovese,Icon Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1337.jpg
549,Red Robin,81,11,27,32,29,80,Tim Drake,Robin III,good,Male,Human,165 cm,56 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10009.jpg
550,Red Skull,75,10,12,14,19,80,Johann Shmidt,Marvel Comics,bad,Male,null,188 cm,108 kg,Blue,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/1392.jpg
551,Red Tornado,75,38,67,60,100,40,John Smith,DC Comics,good,Male,Android,185 cm,146 kg,Green,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/1149.jpg
552,Redeemer II,null,null,null,null,null,null,Phil Timper,Image Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1081.jpg
553,Redeemer III,null,null,null,null,null,null,Eddie Frank,Image Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1092.jpg
554,Renata Soliz,null,null,null,null,null,null,,HarperCollins,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1151.jpg
555,Rey,63,8,21,10,87,35,,George Lucas,good,Female,Human,297 cm,0 kg,Hazel,Brown,Scavenger,https://www.superherodb.com/pictures2/portraits/10/100/10561.jpg
556,Rhino,25,80,43,90,36,85,Aleksei Mikhailovich Sytsevich,Marvel Comics,bad,Male,Human / Radiation,196 cm,320 kg,Brown,Brown,"Professional Criminal ,Henchman of the Russian Mafia",https://www.superherodb.com/pictures2/portraits/10/100/15.jpg
557,Rick Flag,88,11,23,28,19,95,Richard Rogers Flag,DC Comics,bad,Male,null,185 cm,85 kg,Blue,Brown,"Government Agent, Covert Ops field Commander",https://www.superherodb.com/pictures2/portraits/10/100/1352.jpg
558,Riddler,100,10,12,14,10,14,Edward Nigma,DC Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/768.jpg
559,Rip Hunter,100,8,8,10,100,25,Richard Hunter,DC Comics,good,Male,Human,0 cm,0 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/10543.jpg
560,Ripcord,null,null,null,null,null,null,Miranda Leevald,Marvel Comics,good,Female,null,180 cm,72 kg,Green,Black,"Adventurer, formerly prostitute.",https://www.superherodb.com/pictures2/portraits/10/100/1291.jpg
561,Robin,88,11,27,28,32,85,Dick Grayson,Batman II,good,Male,Human,178 cm,79 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/850.jpg
562,Robin II,75,11,27,28,28,85,Jason Todd,Red Hood,good,Male,Human,183 cm,101 kg,Blue,Red,-,https://www.superherodb.com/pictures2/portraits/10/100/849.jpg
563,Robin III,81,11,27,28,29,85,Tim Drake,Red Robin,good,Male,Human,165 cm,56 kg,Blue,Black,High School Student,https://www.superherodb.com/pictures2/portraits/10/100/769.jpg
564,Robin V,69,8,33,16,29,65,Damian Wayne,DC Comics,good,Male,Human,137 cm,38 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg
565,Robin VI,50,8,25,20,17,70,Carrie Kelley,DC Comics,neutral,Female,Human,0 cm,0 kg,Green,Red,-,https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg
566,Rocket Raccoon,50,5,23,28,28,64,Rocket Raccoon,Marvel Comics,good,Male,Animal,122 cm,25 kg,Brown,Brown,"Law enforcement officer, security guard, member of the Guardians of the Galaxy",https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg
567,Rogue,75,10,12,28,80,80,Anna Marie,Marvel Comics,good,Female,null,173 cm,54 kg,Green,Brown / White,"Adventurer, former mechanic, waitress, terrorist",https://www.superherodb.com/pictures2/portraits/10/100/831.jpg
568,Ronin,56,12,21,10,13,80,Clint Barton,Goliath,good,Male,Human,191 cm,104 kg,Blue,Blond,"Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker",https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg
569,Rorschach,75,10,29,20,23,80,Walter Joseph Kovacs,DC Comics,good,Male,Human,168 cm,63 kg,Blue,Red,"Vigilante, former garment worker",https://www.superherodb.com/pictures2/portraits/10/100/771.jpg
570,Sabretooth,56,48,38,90,50,100,Victor Creed,Marvel Comics,bad,Male,Mutant,198 cm,171 kg,Amber,Blond,"mercenary, professional criminal, assassin, serial killer",https://www.superherodb.com/pictures2/portraits/10/100/17.jpg
571,Sage,75,10,12,14,28,56,Tessa,Marvel Comics,good,Female,null,170 cm,61 kg,Blue,Black,Former Soldier,https://www.superherodb.com/pictures2/portraits/10/100/117.jpg
572,Sandman,44,75,46,90,100,60,William Baker,Marvel Comics,neutral,Male,Human,185 cm,203 kg,Brown,Brown,Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/621.jpg
573,Sasquatch,75,80,23,56,15,42,Walter Langkowski,Marvel Comics,good,Male,null,305 cm,900 kg,Red,Orange,"Adventurer, bio-physicist, government operative; former college lecturer, professional football player",https://www.superherodb.com/pictures2/portraits/10/100/863.jpg
574,Sauron,88,85,33,100,100,70,Sauron,J. R. R. Tolkien,bad,Male,Maiar,279 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg
575,Savage Dragon,63,70,54,85,66,72,Kurr,Image Comics,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg
576,Scarecrow,81,10,12,14,48,50,Jonathan Crane,DC Comics,bad,Male,Human,183 cm,63 kg,Blue,Brown,Special Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg
577,Scarlet Spider,75,53,60,74,46,56,Benjamin Reilly,Spider-Carnage,good,Male,Human,178 cm,74 kg,Blue,Blond,Crime-fighter,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg
578,Scarlet Spider II,88,55,60,40,37,56,Kaine Parker,Marvel Comics,good,Male,Clone,193 cm,113 kg,Brown,Brown,Fugitive,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg
579,Scarlet Witch,100,10,29,70,100,80,Wanda Maximoff,Marvel Comics,bad,Female,Mutant,170 cm,59 kg,Blue,Brown,"Adventurer; formerly witchcraft tutor, housewife, terrorist",https://www.superherodb.com/pictures2/portraits/10/100/444.jpg
580,Scorpia,38,28,42,28,34,28,Elaine Coll,Marvel Comics,bad,Female,null,0 cm,0 kg,Green,Red,Professional criminal,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg
581,Scorpion,50,52,60,85,49,80,MacDonald Gargan,Venom III,bad,Male,Human,211 cm,310 kg,Brown,Brown,"U.S. government agent; former professional criminal, assassin, private detective",https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg
582,Sebastian Shaw,63,85,12,95,36,56,Sebastian Hiram Shaw,Marvel Comics,bad,Male,Mutant,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg
583,Sentry,75,100,100,84,100,40,Robert Reynolds,Marvel Comics,neutral,Male,Mutant,188 cm,87 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg
584,Shadow King,75,12,27,100,100,75,Amahl Farouk,Marvel Comics,good,-,null,185 cm,149 kg,Red,-,-,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg
585,Shadow Lass,63,10,67,20,79,80,Tasmia Mallor,DC Comics,good,Female,Talokite,173 cm,54 kg,Black,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg
586,Shadowcat,88,8,21,25,69,70,Kitty Pryde,Marvel Comics,good,Female,Mutant,168 cm,50 kg,Hazel,Brown,"Teacher, Adventurer, former student",https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
587,Shang-Chi,63,12,30,50,29,100,Shang-Chi,Marvel Comics,good,Male,Human,178 cm,79 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
588,Shatterstar,63,48,45,64,49,84,Gaveedra Seven,Marvel Comics,good,Male,null,191 cm,88 kg,Brown,Red,Warrior,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg
589,She-Hulk,81,100,42,100,40,70,Jennifer Walters,Marvel Comics,good,Female,Human,201 cm,315 kg,Green,Green,"Lawyer, Magistra of the Living Tribunal",https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
590,She-Thing,69,72,21,80,23,65,Sharon Ventura,Ms Marvel II,good,Female,Human / Radiation,183 cm,153 kg,Blue,No Hair,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
591,Shocker,63,10,23,70,79,56,Herman Schultz,Marvel Comics,bad,Male,Human,175 cm,79 kg,Brown,Brown,"Professional thief, hired assassin",https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
592,Shriek,50,10,23,28,45,42,Frances Louise Barrison,Marvel Comics,good,Female,null,173 cm,52 kg,Yellow / Blue,Black,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg
593,Shrinking Violet,null,null,null,null,null,null,,DC Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg
594,Sif,63,90,67,80,100,70,Sif,Marvel Comics,good,Female,Asgardian,188 cm,191 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
595,Silk,75,48,71,70,71,65,Cindy Moon,Marvel Comics,good,Female,Human,0 cm,0 kg,Brown,Black,"Vigilante, intern at Fact Channel News, adventurer; former student",https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
596,Silk Spectre,null,null,null,null,null,null,Sally Juspeczyk,DC Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg
597,Silk Spectre II,null,51,null,null,null,null,Laurie Juspeczyk,DC Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg
598,Silver Surfer,56,100,100,90,100,32,Norrin Radd,Marvel Comics,good,Male,Alien,193 cm,101 kg,White,No Hair,"Adventurer, formerly Galactus' Herald",https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
599,Silverclaw,50,28,35,42,34,42,Maria de Guadalupe Santiago,Marvel Comics,good,Female,null,157 cm,50 kg,Brown,Black,"University student, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg
600,Simon Baz,56,90,42,55,100,60,Simoon Baz,DC Comics,good,Male,Human,0 cm,0 kg,Bown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
601,Sinestro,75,85,53,64,100,55,Thaal Sinestro,DC Comics,neutral,Male,Korugaran,201 cm,92 kg,Black,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
602,Siren,56,62,79,60,92,60,Hila,DC Comics,bad,Female,Atlantean,175 cm,72 kg,Blue,Purple,-,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
603,Siren II,null,null,null,null,null,null,La Sirene la Bailene,DC Comics,bad,Female,null,0 cm,0 kg,Black,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg
604,Siryn,38,8,47,28,50,42,Theresa Rourke Cassidy,Marvel Comics,bad,Female,null,168 cm,52 kg,Blue,Strawberry Blond,(current) Adventurer (former) Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg
605,Skaar,50,85,27,90,69,85,,Marvel Comics,good,Male,null,198 cm,180 kg,Green,Black,Warrior,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg
606,Snake-Eyes,null,null,null,null,null,null,,Marvel Comics,bad,Male,Animal,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg
607,Snowbird,50,32,27,42,70,52,Narya,Marvel Comics,good,Female,null,178 cm,49 kg,White,Blond,"Goddess, adventurer, former records officer",https://www.superherodb.com/pictures2/portraits/10/100/130.jpg
608,Sobek,50,34,23,46,20,56,Yurrd the Unknown,DC Comics,good,Male,null,0 cm,0 kg,White,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg
609,Solomon Grundy,9,93,13,100,92,30,Cyrus Gold,DC Comics,bad,Male,Zombie,279 cm,437 kg,Black,White,-,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
610,Songbird,75,36,27,42,55,56,Melissa Joan Gold,Marvel Comics,good,Female,null,165 cm,65 kg,Green,Red / White,Adventurer; former criminal and wrestler,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg
611,Space Ghost,38,18,33,40,95,80,Thaddeus Bach,DC Comics,good,Male,Human,188 cm,113 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
612,Spawn,75,60,50,90,100,95,Al Simmons,Image Comics,good,Male,Demon,211 cm,405 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
613,Spectre,88,100,100,100,100,70,Aztar,Aztar,good,Male,God / Eternal,0 cm,0 kg,White,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
614,Speedball,null,null,null,null,null,null,Robert Baldwin,Penance II,good,Male,null,0 cm,0 kg,-,-,"Student, superhero",https://www.superherodb.com/pictures2/portraits/10/100/132.jpg
615,Speedy,50,6,33,20,26,70,Thea Queen,DC Comics,good,Female,Human,0 cm,0 kg,Green,Brown,Nightclub Owner,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
616,Speedy,null,null,null,null,null,null,"Roy William Harper, Jr.",Arsenal,good,Male,Human,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg
617,Spider-Carnage,null,69,null,null,null,null,Benjamin Reilly,Scarlet Spider,bad,Male,Symbiote,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg
618,Spider-Girl,63,38,60,65,53,75,May 'Mayday' Parker,Marvel Comics,good,Female,Human,170 cm,54 kg,Blue,Brown,-,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
619,Spider-Gwen,75,55,63,70,66,70,Gwen Stacy,Marvel Comics,good,Female,Human,165 cm,56 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
620,Spider-Man,90,55,67,75,74,85,Peter Parker,Marvel Comics,good,Male,Human,178 cm,74 kg,Hazel,Brown,"Freelance photographer, teacher",https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
621,Spider-Man,null,57,null,null,null,null,Miguel O'Hara,Marvel Comics,good,-,Human,178 cm,77 kg,Red,Brown,"CEO of Alchemax Corporation, Executive Assistant",https://www.superherodb.com/pictures2/portraits/10/100/479.jpg
622,Spider-Man,null,58,null,null,null,null,Miles Morales,Marvel Comics,good,Male,Human,157 cm,56 kg,Brown,Black,"Student, adventurer, vigilante",https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg
623,Spider-Woman,56,42,42,60,68,70,Jessica Drew,Marvel Comics,good,Female,Human,178 cm,59 kg,Green,Black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
624,Spider-Woman II,null,null,null,null,null,null,,Marvel Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg
625,Spider-Woman III,50,48,27,42,60,28,Martha Franklin,Marvel Comics,good,Female,null,173 cm,55 kg,Brown,Brown,-,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg
626,Spider-Woman IV,null,null,null,null,null,null,Charlotte Witter,Marvel Comics,bad,Female,null,178 cm,58 kg,Red,White,"Fashion designer, professional criminal",https://www.superherodb.com/pictures2/portraits/10/100/883.jpg
627,Spock,81,18,17,40,56,40,S'chn T'gai Spock,Star Trek,good,Male,Human-Vulcan,185 cm,81 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
628,Spyke,50,12,17,60,48,30,Evan Daniels,Marvel Comics,good,Male,Mutant,183 cm,83 kg,Brown,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
629,Stacy X,null,null,null,null,null,null,,Marvel Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg
630,Star-Lord,69,20,33,50,25,70,Peter Jason Quill,Marvel Comics,good,Male,Human-Spartoi,188 cm,79 kg,Blue,Blond,Adventurer; Royal Prince of Spartax,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
631,Stardust,88,85,100,110,100,85,,Marvel Comics,good,Male,null,0 cm,0 kg,-,-,Herald of Galactus,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg
632,Starfire,50,80,33,85,59,70,Koriand'r,DC Comics,good,Female,Tamaranean,193 cm,71 kg,Green,Auburn,Model,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
633,Stargirl,63,80,25,90,87,55,Courtney Whitmore,DC Comics,good,Female,Human,165 cm,62 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
634,Static,69,8,42,50,90,40,Virgil Hawkins,DC Comics,good,Male,Mutant,170 cm,63 kg,Brown,Black,Student,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
635,Steel,81,82,53,90,64,64,John Henry Irons,DC Comics,good,Male,null,201 cm,131 kg,Brown,No Hair,"Weapons designer, former steelworker",https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg
636,Stephanie Powell,69,10,54,10,24,10,Stephanie Powell,ABC Studios,good,Female,null,0 cm,0 kg,-,Blond,Executive Vice President of Research at Global Tech,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg
637,Steppenwolf,94,100,83,100,100,100,,DC Comics,bad,Male,New God,183 cm,91 kg,Red,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg
638,Storm,75,10,47,30,88,75,Ororo Munroe,Marvel Comics,good,Female,Mutant,180 cm,57 kg,Blue,White,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
639,Stormtrooper,10,8,8,15,5,20,,George Lucas,bad,Male,Human,183 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg
640,Sunspot,63,63,35,25,90,70,Roberto DaCosta,Marvel Comics,good,Male,Mutant,173 cm,77 kg,brown,black,"Adventurer, businessman",https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
641,Superboy,75,95,83,90,95,60,Kon-El / Conner Kent,DC Comics,good,Male,null,170 cm,68 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg
642,Superboy-Prime,94,100,100,100,100,85,Kal-El,DC Comics,bad,Male,Kryptonian,180 cm,77 kg,Blue,Black / Blue,-,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
643,Supergirl,94,100,100,100,100,75,Kara Zor-El,DC Comics,good,Female,Kryptonian,165 cm,54 kg,Blue,Blond,"Intern, Adventurer, Student, Crime-Fighter",https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
644,Superman,94,100,100,100,100,85,Clark Kent,Superman Prime One-Million,good,Male,Kryptonian,191 cm,101 kg,Blue,Black,Reporter for the Daily Planet and novelist,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
645,Swamp Thing,88,95,25,100,100,55,Alec Holland,DC Comics,bad,Male,God / Eternal,0 cm,0 kg,Red,No Hair,"Planet Elemental, former Biochemist",https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
646,Swarm,75,18,50,90,38,35,Fritz von Meyer,Marvel Comics,bad,Male,Mutant,196 cm,47 kg,Yellow,No Hair,Ph.D. in toxicology & entomology,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
647,Sylar,75,10,12,28,91,56,Gabriel Gray,NBC - Heroes,bad,Male,null,0 cm,0 kg,-,-,Timepiece restorer,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg
648,Synch,75,67,23,28,74,56,Everett Thomas,Marvel Comics,good,Male,null,180 cm,74 kg,Brown,Black,Student,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg
649,T-1000,75,34,33,100,100,75,Cyberdyne Systems Series 1000 Terminator,Dark Horse Comics,bad,Male,Android,183 cm,146 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
650,T-800,75,34,17,60,73,65,Cyberdyne Systems Series 800 Terminator Model 101,Dark Horse Comics,bad,Male,Cyborg,0 cm,176 kg,Red,-,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
651,T-850,75,80,25,90,83,75,Cyberdyne Systems Series 850 Terminator,Dark Horse Comics,bad,Male,Cyborg,0 cm,198 kg,Red,-,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
652,T-X,75,63,29,85,100,80,Cyberdyne Systems Series X Terminator,Dark Horse Comics,bad,Female,Cyborg,0 cm,149 kg,-,-,Assassin / Genesis Overseer,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
653,Taskmaster,75,12,50,20,63,100,Tony Masters,Marvel Comics,bad,Male,Human,188 cm,99 kg,Brown,Brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp",https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
654,Tempest,38,10,45,28,66,60,Angel Salvadore Bohusk,Angel Salvadore,good,Female,null,163 cm,54 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg
655,Thanos,100,100,33,100,100,80,Thanos,Marvel Comics,bad,Male,Eternal,201 cm,443 kg,Red,No Hair,"Conqueror, worshiper of Death",https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
656,The Cape,38,10,23,32,22,64,Vince Faraday,null,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg
657,The Comedian,63,14,17,10,12,80,Edward Morgen Blake,DC Comics,neutral,Male,Human,188 cm,101 kg,Brown,Black,Former Adventurer; Government Agent,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
658,Thing,75,84,21,100,38,80,Ben Grimm,Marvel Comics,good,Male,Human / Radiation,183 cm,225 kg,Blue,No Hair,"Adventurer, former Air Force test pilot",https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
659,Thor,69,100,83,100,100,100,Thor Odinson,Rune King Thor,good,Male,Asgardian,198 cm,288 kg,Blue,Blond,King of Asgard; formerly EMS Technician; Physician,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
660,Thor Girl,75,83,70,84,100,70,Tarene,Marvel Comics,good,Female,Asgardian,175 cm,143 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
661,Thunderbird,50,32,27,32,13,70,John Proudstar,Marvel Comics,good,Male,null,185 cm,101 kg,Brown,Black,"Former adventurer, student, Marine",https://www.superherodb.com/pictures2/portraits/10/100/611.jpg
662,Thunderbird II,null,null,null,null,null,null,James Proudstar,Warpath,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg
663,Thunderbird III,null,null,null,null,null,null,Neal Shaara,Marvel Comics,good,Male,null,175 cm,74 kg,Brown,Black,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg
664,Thunderstrike,63,80,70,84,42,72,Eric Kevin Masterson,Marvel Comics,good,Male,null,198 cm,288 kg,Blue,Blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",https://www.superherodb.com/pictures2/portraits/10/100/177.jpg
665,Thundra,38,81,32,64,26,54,Thundra,Marvel Comics,good,Female,null,218 cm,158 kg,Green,Red,"Ruler, warrior",https://www.superherodb.com/pictures2/portraits/10/100/508.jpg
666,Tiger Shark,38,72,46,70,51,28,Todd Arliss,Marvel Comics,bad,Male,Human,185 cm,203 kg,Grey,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
667,Tigra,63,32,53,38,33,90,Greer Grant Nelson,Marvel Comics,good,Female,null,178 cm,81 kg,Green,Auburn,"Laboratory assistant, model, adventurer, NYC police",https://www.superherodb.com/pictures2/portraits/10/100/42.jpg
668,Tinkerer,100,10,23,14,10,14,Phineas Mason,Marvel Comics,bad,Male,null,163 cm,54 kg,Brown,White,Inventor and technician serving the underworld,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg
669,Titan,null,null,null,null,null,null,,HarperCollins,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg
670,Toad,50,34,58,56,70,28,Mortimer Toynbee,Marvel Comics,neutral,Male,Mutant,175 cm,76 kg,Black,Brown,Former criminal,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
671,Toxin,56,73,70,84,82,70,Patrick Mulligan,Marvel Comics,good,Male,Symbiote,188 cm,97 kg,Blue,Brown,Police officer,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
672,Toxin,75,80,42,85,97,70,Eddie Brock,Anti-Venom,good,Male,Symbiote,191 cm,117 kg,Black,Blond,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe",https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
673,Tracy Strauss,null,null,null,null,null,null,Tracy Strauss,NBC - Heroes,good,Female,null,0 cm,0 kg,-,-,"Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg
674,Trickster,null,null,null,null,null,null,Giovanni Giuseppe,DC Comics,-,Male,Human,183 cm,81 kg,Blue,Blond,"Special effects designer, con artist",https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg
